PAIR,BID,ASK,TIME
LINK/USD,23.877,23.906,09-06-21 07:29:01
LINK/USD,23.868,23.896,09-06-21 07:28:51
LINK/USD,23.872,23.902,09-06-21 07:28:41
LINK/USD,23.874,23.909,09-06-21 07:28:31
LINK/USD,23.872,23.909,09-06-21 07:28:21
LINK/USD,23.867,23.893,09-06-21 07:28:11
LINK/USD,23.868,23.894,09-06-21 07:28:01
LINK/USD,23.876,23.91,09-06-21 07:27:51
LINK/USD,23.887,23.918,09-06-21 07:27:41
LINK/USD,23.887,23.91,09-06-21 07:27:31
LINK/USD,23.908,23.944,09-06-21 07:27:21
LINK/USD,23.906,23.938,09-06-21 07:27:11
LINK/USD,23.888,23.918,09-06-21 07:27:01
LINK/USD,23.901,23.914,09-06-21 07:26:51
LINK/USD,23.901,23.926,09-06-21 07:26:41
LINK/USD,23.901,23.93,09-06-21 07:26:31
LINK/USD,23.907,23.943,09-06-21 07:26:21
LINK/USD,23.946,23.966,09-06-21 07:26:11
LINK/USD,23.946,23.975,09-06-21 07:26:01
LINK/USD,23.962,23.98,09-06-21 07:25:51
LINK/USD,23.959,23.981,09-06-21 07:25:41
LINK/USD,23.957,23.984,09-06-21 07:25:31
LINK/USD,23.954,23.981,09-06-21 07:25:21
LINK/USD,23.954,23.979,09-06-21 07:25:11
LINK/USD,23.948,23.976,09-06-21 07:25:01
LINK/USD,23.943,23.973,09-06-21 07:24:51
LINK/USD,23.955,23.99,09-06-21 07:24:41
LINK/USD,23.974,24.001,09-06-21 07:24:31
LINK/USD,23.972,23.994,09-06-21 07:24:21
LINK/USD,23.939,23.973,09-06-21 07:24:11
LINK/USD,23.945,23.97,09-06-21 07:24:01
LINK/USD,23.914,23.951,09-06-21 07:23:51
LINK/USD,23.922,23.949,09-06-21 07:23:41
LINK/USD,23.917,23.958,09-06-21 07:23:31
LINK/USD,23.955,23.986,09-06-21 07:23:21
LINK/USD,23.974,23.997,09-06-21 07:23:11
LINK/USD,23.99,24.017,09-06-21 07:23:01
LINK/USD,24.007,24.012,09-06-21 07:22:51
LINK/USD,24.013,24.039,09-06-21 07:22:41
LINK/USD,24.014,24.042,09-06-21 07:22:31
LINK/USD,24.027,24.051,09-06-21 07:22:21
LINK/USD,24.024,24.052,09-06-21 07:22:11
LINK/USD,24.02,24.054,09-06-21 07:22:01
LINK/USD,24.035,24.061,09-06-21 07:21:51
LINK/USD,24.038,24.072,09-06-21 07:21:41
LINK/USD,24.068,24.087,09-06-21 07:21:31
LINK/USD,24.068,24.084,09-06-21 07:21:21
LINK/USD,24.084,24.107,09-06-21 07:21:11
LINK/USD,24.074,24.106,09-06-21 07:21:01
LINK/USD,24.072,24.101,09-06-21 07:20:51
LINK/USD,24.08,24.11,09-06-21 07:20:41
LINK/USD,24.09,24.112,09-06-21 07:20:31
LINK/USD,24.068,24.104,09-06-21 07:20:21
LINK/USD,24.068,24.103,09-06-21 07:20:11
LINK/USD,24.068,24.089,09-06-21 07:20:01
LINK/USD,24.069,24.1,09-06-21 07:19:51
LINK/USD,24.077,24.11,09-06-21 07:19:41
LINK/USD,24.117,24.15,09-06-21 07:19:31
LINK/USD,24.113,24.148,09-06-21 07:19:21
LINK/USD,24.139,24.17,09-06-21 07:19:11
LINK/USD,24.126,24.162,09-06-21 07:19:01
LINK/USD,24.131,24.169,09-06-21 07:18:51
LINK/USD,24.132,24.168,09-06-21 07:18:41
LINK/USD,24.141,24.177,09-06-21 07:18:31
LINK/USD,24.141,24.177,09-06-21 07:18:21
LINK/USD,24.113,24.154,09-06-21 07:18:11
LINK/USD,24.126,24.16,09-06-21 07:18:01
LINK/USD,24.158,24.191,09-06-21 07:17:51
LINK/USD,24.174,24.207,09-06-21 07:17:41
LINK/USD,24.185,24.211,09-06-21 07:17:31
LINK/USD,24.185,24.213,09-06-21 07:17:21
LINK/USD,24.183,24.214,09-06-21 07:17:11
LINK/USD,24.186,24.215,09-06-21 07:17:01
LINK/USD,24.19,24.226,09-06-21 07:16:51
LINK/USD,24.18,24.21,09-06-21 07:16:41
LINK/USD,24.188,24.223,09-06-21 07:16:31
LINK/USD,24.193,24.206,09-06-21 07:16:21
LINK/USD,24.187,24.207,09-06-21 07:16:11
LINK/USD,24.166,24.191,09-06-21 07:16:01
